id_r,cue,resp_1,resp_2,resp_3,incorrect
286785,Amazon,WORD,einkaufen,vielseitig,Lieferdiens
352048,Braut,WORD,Kirche,Feiet,Bräutigamm
202701,anschauen,Bild,WORD,Landschaft,Menschem
142236,BH,Abkürzung,Büstenhalter,WORD,frauenkleiung
70071,Hebel,WORD,Gewicht,Hebelwirkung,Terassentüre
132298,Symbiose,sich ergänzend,WORD,Natur und Mensch,Ying und Yang
152684,Sofa,Couch,WORD,Sessel,Plümmo
324307,Bastard,Schimpfwort,Hund,WORD,Miststück
20105,Konzept,Strategie,Idee,WORD,Krativität
396236,mühsam,WORD,schwer,Last,anstregend
168719,Mineralwasser,öde,WORD,NA,pricklig
309637,Schulter,Knochen,WORD,schwimmen,shoulder
301385,Freundlichkeit,nett,WORD,umgänglich,Positivität
246442,verwandt,Familie,eng,WORD,beziehnug
373713,Ulm,Münster,schneider von Ulm,WORD,bertold brecht
276779,Länge,WORD,Maßband,Zeit,Srecke
400169,Tübingen,BaWü,Boris Palmer,WORD,Studistadt
176926,Architektur,WORD,arrogant,viel Arbeit,herzog und de meuron
341960,Kessel,Kessel Buntes,WORD,Suppe,Einkesselung Kursk
134186,Orangensaft,süß,lecker,WORD,fruckt
37279,Gebiet,Feld,Bereich,WORD,Fach (-gebiet)
131605,Sinnlichkeit,Erotik,WORD,Romantik,50 Shades of Grey
101310,überbewertet,Shoppen,WORD,Konsum,i-phone
368183,jawohl,WORD,Klischee,NA,"Yes, Sir"
282554,Meilen,WORD,sammeln,Kilometer,Flugmilen
396278,Angela Merkel,WORD,Frau,macht,bundeskanzelrin
172394,Hausarbeit,Schule,Zuhause,WORD,Saubermachen
405551,unverständlich,WORD,verklausuliert,Kauderwelsch,genuschelt
148119,Braunkohl,dreckig,WORD,modrig,unapetitlich
311568,Laus,Maus,WORD,Wasser,Schampoo
254600,Täter,opfer,WORD,später,tätärätätä
83012,Optionen,Wahl,Möglichkeit,WORD,mehere
391369,Schienen,Eisenbahn,WORD,Lego,AMTF in Luxemburg
118724,Gruppenzwang,rauchen,WORD,Pubertät,alkool
147787,Engländer,Brite,Insulaner,WORD,very british
367956,Asphalt,Hitze,grau,WORD,Teergeruch
289324,übertrieben,Drama,WORD,angst,misverständnis
157321,Dachdecker,Dach,Hammer,WORD,nicht runterfallen
401269,staunen,WORD,große Augen,Mund offen,mirare
100819,meinungslos,WORD,egal,unbestimmt,stimmungsmachend
211200,lieb,Froh,WORD,Freund,Armung
62058,Ausführung,Programme,Sport,WORD,strg+r
40750,Stufe,Treppe,WORD,oben,steigen obe
94261,Lachs,WORD,Farbe,geräuchert,Meinl am Graben
224950,Noten,Musik,WORD,Zeugnis,Schulw
397985,entfernen,rennen,putzen,WORD,rausziehen
114185,Salpetersäure,WORD,Essigsäure,Salz,Salezyt
203441,eklig,WORD,Hundekot,NA,Dreckk
177110,Geiz,mühsam,eingeschränkt,WORD,wiederlich
70741,populär,WORD,prominent,begehrt,berhmt
97090,Ingwer,WORD,NA,NA,Gewür
339155,Alphabet,ABC,WORD,HIJKLMNOPQRSTUVWXYZÄÖÜ,DEFG
44422,China,rot,WORD,Wirtschaftswachstum,Pearl s. Buck
19745,Liste,WORD,Ausschluss,Excel,To do
279764,Weitblick,Fernblick,Nähe,WORD,Weitsicht
250981,Bauernhof,Produktionsstätte,WORD,NA,Wohnfoem
3298,kulturell,WORD,gebildet,tolerant,intelektuell
317070,teilweise,WORD,gehören,NA,bischien
116139,Garderobe,Möbelstück,WORD,Theater,Klamottenauswahl
341302,überraschend,WORD,Geburtstag,NA,unangehnehm
37865,Autor,Buch,WORD,unwichtig,Roland barthes
140930,locker,los,frei,WORD,Kleidng
14582,England,WORD,London,Land,Großbritanien
310626,Allergie,Erdbeeren,WORD,Kopfschmerzen,Hautausschla
28015,öffentlich,WORD,NA,NA,keine antort
172190,Musical,tanz der Vampire,WORD,Hamburg,lion king
171578,Ratte,Kanal,Pest,WORD,fiepen
299020,entspannt,ruhig,WORD,Relaxhotel,gegrounded
199062,Bürokratie,WORD,Akten,Beamte,red tape
291460,dazu,WORD,NA,NA,erwiternd
348094,Geschäftsführer,gesellschaftliche Stellung,männlich konnotiert,WORD,anzuträger
354138,Aussprache,Pronunciation,falsch,WORD,Dremdsprachen
354737,unnütz,wertlos,überflüssig,WORD,… aber trotzdem schön
377358,verstecken,Besteck,Kindheit,WORD,Hide and Seek
308626,Ehrenamt,Zivildienst,WORD,gutmütig,Volunteering
205646,Pilot,Flugzeug,Uniform,WORD,Borddurchsage
338991,Popcorn,Kino,süß und salzig,WORD,Snacks
382242,hektisch,Stress,schnell,WORD,all over the place
188049,neun,Zahl,Kegeln,WORD,neunschwänzig
313523,rauschen,Wasser,FLIESSEN,WORD,Flusss
114112,Kopfsache,WORD,Kraft,Zigaretten,Emition
71155,Violoncello,Rostropowitsch,WORD,NA,Die Hexen von Eastwick
37716,verlangen,Lust,WORD,resolut,innerst
373722,husten,WORD,NA,NA,Schnipfen
171434,vorführen,zeige,Theater,WORD,Balett
85864,Gefährte,Teampartner,WORD,Weggefährte,"Personen, die zusammen auf einer langen Reise sind"
275277,Eimer,Müll,WORD,Trash,güsel
177081,Unsinn,WORD,Durcheinander der Gedanken,NA,Red kein …
283695,korrigieren,Klausuren,WORD,Fehler,LeherInnen
284431,unverständlich,WORD,Missverständniss,laut,schwe
179640,Schale,Anzug,WORD,Halstuch,Nusschale
125526,Hai,Wasser,WORD,gefährlich,Moby Dick
295734,Dankbarkeit,WORD,ausdrücken,zeigen,Wohbefinden
71419,Einschränkungen,WORD,Verbot,Eingeengt,Beschrenkungen
385581,zäh,WORD,Harz,Kaugummi,Pampe
250462,Pubertät,Penis,Mädchen,WORD,Jungs
173264,Krankenhaus,Krankenwagen,Rotes Kreuz,WORD,karankenschwester
144558,Diwan,Couch,West-östlicher Diwan,WORD,Chasie-Longue
140783,Skateboard,SKATER,HALFPIPE,WORD,NICK HORNBY
91052,Hubschrauber,Helikopter,Rotorblätter,WORD,Colin McRae
305500,Schöpfung,Religion,Gott,WORD,Schöper
396979,Beispiel,WORD,Übung,lernen,exmpel
315973,dauernd,immer,konstant,WORD,zeitübergreifend
139389,Vietnam,WORD,USA,Hüte,My Lai
268961,Unwohlsein,WORD,verstecken,kleinmachen,unangehnem
121260,Geschwafel,unnötiges Gespräch,Blödsinn,WORD,uninteresant
26833,denken,Uni,NA,WORD,keien Antwort
265869,Dekoration,WORD,schön,teuer,jahreszeitenabhängig
59218,finden,Kreuz,WORD,Search and destroy,hl Antonius
178737,Diagnose,Arzt,WORD,Krebs,Krnakenhaus
257290,Vampir,Blutsauger,WORD,Dracula,Fantasiefigur
384857,rollen,kugel,WORD,NA,skate board
245313,altmodisch,WORD,NA,NA,altbackken
128444,nervös,unruhig,WORD,unsicher,hibbelig
369478,Herzklopfen,Arzt,WORD,Schnell,Verliebtsein
313008,seriös,Anwalt,WORD,Mann,Brillenträger*in
286160,sechzig,zahl,alter,WORD,rentner*in
185866,Kräuter,WORD,Verbrennen,NA,Herblich
374675,Fazit,WORD,Zusammenfassung,Erklärung,entgültig
39516,Gemeinschaft,Böse,WORD,Zirkus,Böseklique
186093,Meter,WORD,Kind,100,Länge (optisch)
147532,Physiotherapie,WORD,knie,Massage,psychotherape
387184,Sellerie,Gemüse,Selleriesuppe,WORD,Sellerieallergie
21261,vermutlich,annehmen,Gerücht,WORD,Plaudertasche
282623,Terrorist,WORD,Bombe,Angst,Al Quaida
72321,Floskel,WORD,Redewedung,unüberlegt,dahergesagt
350124,geschickt,findig,talentiert,WORD,fingerfertig
76578,Kenia,Afrika,Land,WORD,Reisezeiel
252,daher,deshalb,WORD,deswegen,dorther
105799,Laufsteg,Model,WORD,Kunst,Heidi Klum
261823,Peter,Meier,WORD,Müller,Brunof
174815,ausgeglichen,Waage,WORD,mittig,postiv
189646,Demenz,vergessen,Alzheimer,WORD,icd10
343350,Bewohner,Stadt,WORD,Welt,Dorg
326073,schwören,WORD,Eid,Meineid,isch schwöre
244280,toll,super,Tollwut,WORD,Niwtzsche
329884,Hollywood,SchauspielerInnen,Kino-Film-Studios,WORD,High-Societey
57010,Konflikt,WORD,Konfliktherd,Mediation,konfliktscheu
41195,vermeiden,Angst,unerwünscht,WORD,gefärlich
351897,unfreundlich,barsch,WORD,unangenehm,unwirsch
29790,Mehrheit,WORD,Demokratie,beruhigend,"viele, Demokratie, beruhigend"
186645,Chemie,WORD,NA,NA,"Umweltverschmutzung, Profit"
271355,tot,WORD,Beerdigung,alt,Sartg
112198,Fremde,Freunde,WORD,Lächeln,Händereichen
265831,Unlust,WORD,Motivationslos,Aufgabe,unwollend
295117,veröffentlichen,Social Media,WORD,Instagram,Influenzer:in
128999,Gesetzgeber,Staat,WORD,Korruption,das wohl der algemeinheit
354768,Steckdose,WORD,NA,NA,220v
304131,Veranstalter,WORD,Event,Chef,Oranisator
291461,ekelhaft,WORD,NA,NA,igitt
45297,Kontext,WORD,historisch,reißen,drumrum
212439,draußen,Natur,WORD,Wald,Wettef
270885,nett,WORD,Lüge,Okay,passiv agressiv
318322,Marathon,lauf,WORD,medallie,seckle
187320,Koffer,Reise,packen,WORD,Chek-In
232654,Folter,schmerzen,WORD,NA,Gefägnis
154148,unnötig,überflüssig,WORD,Not,zuviel
317642,Berührung,Nähe,WORD,NA,erwährmung
53813,Abgrenzung,Nachbarn,WORD,Mobbing,Razismus
193486,Geheimnis,lüften,WORD,spannend,umwoben
211484,komplett,ganz,WORD,NA,eineandfrei
351228,Mittwoch,Mitte der Woche,langer Tag,WORD,Sneak preview
14014,demokratisch,Mitbestimmung,WORD,Monarchie,Demoratie
40960,weiter,WORD,vorwärts,Leiter,go on
144605,schmutzig,erdig,WORD,Reinigung,fleckenübersät
324649,nutzlos,ungebraucht,unnütz,WORD,krims Krams
118949,Quecksilber,giftig,Thermometer,WORD,glibbrig
240230,Rot,Blau,WORD,Gelb,Grpn
385959,Senator,Politik,würdevoll,WORD,distinguiert
10249,Rom,Kultur,Mausoleum,WORD,Da Vinci
278121,Durchschnitt,WORD,Mittelmaßzeichen,4.5,Mittlemass
56127,Umgebung,Gegend,Umfeld,WORD,anregende (Lern-)Umgebung
148027,Geschwister,meine Geschwister,WORD,Unklarheit,Erstgeborene
121753,Pinsel,malen,Putzen,WORD,weiseln
355526,Brandenburg,WORD,AfD,Wegrennen,Faschos
194932,Zunge,Mund,WORD,NA,rausstrecken
183783,Käfer,schwarz,WORD,Vielfalt,Insekte
352787,organisiert,Person,WORD,Klebezettel,Taum
267802,Unsicherheit,WORD,Person,Wackeln,Verletzlichkeit
19814,Situation,WORD,Unfall,gespannt,Gefahrt
70546,Schere,WORD,spitz,schneiden,Schwarf
14770,betreffen,selbst,Mitleid,WORD,Keine Amtwort
283709,ohne,fehlt,WORD,weniger,Verlusst
136726,Gesetzgeber,Unantastbar,Volfsfern,WORD,Volksfern
401650,Lebenspartner,WORD,Ehe,Familie,Freund*in
84163,Unterbreitung,Amtsdeutsch,WORD,überflüssig,Substantivismus
84683,Kaufmann,WORD,Geld,Mann,"Laden, Waren.Gewinn"
346953,Meeting,Gespräche,Arbeit,WORD,gequatsche
72739,Barrikaden,Sperre,Höhe,WORD,Undurchlässigkeit
306823,Rückkehr,WORD,WIedersehene,Familie,Nachhause
307341,inzwischen,WORD,zeit,Arbeit,verstätet
32440,geschehen,passiert,gewesen,WORD,statgefunden
308640,Roboter,WORD,Matrix,KI,zukungt
142534,Reis,China,WORD,Feld,Hünchen
259779,meins,WORD,Besitz,mir,deins
373047,Putzmittel,Putzfimmel,Geruch Essig Chlor,WORD,Chemie vs. selbstgemacht
366208,Liebling,WORD,Eissorte,NA,sessen
17095,entscheiden,anstrengend,wichtig,WORD,keineantwort
65519,kulturell,WORD,Theater,Feuilleton,intelektuell
100752,Percussion,kraftvoll,Vorstellung,WORD,Michaele
384419,Glut,WORD,Grillkohle,schmiede,hellrott
142018,Engländer,WORD,Insel,Pfund,fish Chips
322067,ungenügend,wertend,WORD,unvollständig,herabwürdigend
378725,Lauch,Stange,Zwiebel,WORD,Wähe (Kuchen)
365017,wiederholen,WORD,NA,NA,repeat
386899,Formeln,Mathematik,WORD,Algorithmen,Ķürzeln
376764,Klischee,WORD,Dummheit,Starrsinn,Unflexibilität
397908,zitieren,Hinweis auf andere Textstelle,WORD,Handbuch,Promotionsarbeit
174851,Waren,WORD,Camion,Zug,Supermarket
261649,vorbei,WORD,aus,fertig,Game over
256015,Niederlage,WORD,NA,NA,Entäuschung
166588,Mundharmonika,WORD,NA,NA,Zieharmonika
115464,Sachverhalt,WORD,nichtssagende Floskel,überbewertet,Situationsbeschreibung
132994,Diwan,Couch,WORD,jabba the Hut,Edgar allain poe
220032,verboten,WORD,NA,NA,Vorschrieften
164921,Bekanntschaft,Beischlaf,WORD,Freund,Bekennerschreibe
174613,Bewerbung,WORD,Job,Anschreiben,initiativ
153499,Grundschule,Einschulung,Schultüte,WORD,I-dötzchen
70304,Mais,gelb,Labyrinth,WORD,hocj
108300,Schürze,Haushalt,WORD,Arbeitskleidung,schmutzabweisend
44963,Zusammenfassung,Inhalt,kurz,WORD,Resumee
134065,benennen,WORD,erklären,NA,Kentniss
357505,herausfinden,WORD,Detektiv,NA,sichen
380769,anhalten,Fahrzeug,WORD,innehalten,um eine Hand …
238868,Dusche,Wasser,WORD,haut,ssuber
89325,Nashorn,Afrika,WORD,Tier,gerährlich
275347,nein,WORD,verweigert,abweisend,ablehneb
341613,gestreift,Schuss,WORD,Zebra,Gefängnissanzug
132283,anteilig,Prozent,Gehalt,WORD,pie Chart
203367,Ohren,WORD,hören,verstopft,η΄ρεν
28499,Anlage,WORD,Erbgut,Veranlagung,Stereoanalage
156737,Straßenkarte,WORD,NA,NA,google map
143523,ausbreiten,Seuche,WORD,breitmachen,Keidung
20407,Realität,Wirklichkeit,WORD,Tatsächlichkeit,Veritabilität
254283,Friedhof,WORD,Grab,Urne,Cimiterio
228631,Umweltverschmutzung,Feinstaub,WORD,NA,Rafioaktivität
75532,Pastor,Hexenverfolgung,Kreuzzüge,WORD,feiste gier
285119,Lebensabschnitt,WORD,Dauer,NA,Parter
386785,Wurzeln,Baum,alter Mensch,WORD,tiefgehend
70054,absperren,Flatterband,WORD,Gefahr,Baumfällarbeiten
127735,Muttertag,Kuchen,WORD,Mai,selbstgemachtes Geschenk
18674,Westen,Osten,WORD,Tasche,nix Neues
405765,pro,contra,WORD,in dubio pro,like a pro
383690,Unsinn,WORD,Poesie,NA,Klamauk
403134,Schulden,vermeiden,WORD,NA,beazhlen
41370,freilich,sicher,WORD,keine Frage,klaro
31400,politisch,Partei,WORD,Manipulation,Kungelei
293843,pink,WORD,Barbie,Kleinkind,Legally Blonde
304637,Manieren,Tisch,Gesellschaft,WORD,Seriösität
238117,Ansporn,WORD,NA,NA,Empowering
195904,Bundestag,WORD,Kuppel,Sitze,Abgela Merkel
130090,Thailand,Nutten,T-Hirls,WORD,Fernost+
98440,dement,alt,WORD,Großeltern,pfleefall
395343,Mineralwasser,WORD,Flasche,Magnesium,blubbert
77797,Mathe,Rechnen,WORD,Zahlen,Informaik
330199,unruhig,aufgewühlt,Nervosität,WORD,radtlos
313139,Vizepräsident,Präsident,WORD,NA,Stellvertreter:in
37612,übernehmen,annehmen,akzeptieren,WORD,tollerieren
178289,Nachbarschaft,Toll,WORD,Mädchen,Jungs
107047,Bademantel,Badewanne,gemütlich,WORD,erkäktet
79580,weiterkommen,WORD,zielstrebig,rollen,srebsam
396988,Raum,WORD,unendlich,Dimensionen,zeut
259316,gemein,WORD,fies,Mobbing,blse
134294,Spanien,Mallorca,WORD,Barcelona,Torerro
174708,trinken,WORD,Depression,Krankheit,being drunk
311532,fort,WORD,niewieder,trauer,wge
370094,unbeweglich,fest,Stagnation,WORD,Intolleranz
196102,niedrig,klein,WORD,NA,drübersteigen
293950,Protokoll,Schrift,Zusammenfassung,WORD,Schreiber/ Schreiberin
157103,Wut,gegen,über,WORD,beherschen
39504,Übergang,Zebra,WORD,UFO,Kibersoldaten
116080,Manipulation,böse,WORD,Absicht,gewieft
131529,Paprika,scharf,rot,WORD,knackig
276090,hinterlassen,angehörige,WORD,Friedhof,tof
129303,Marokko,Afrika,WORD,Islamische Fanatiker,Maghrek
239160,Scheidung,exmann,WORD,ärger,mühsahm
180820,Übelkeit,Flugzeug,Auto,WORD,Nux vomica
169142,Chaiselongue,psychiatercouch,schlafen,WORD,siffen
380413,Narkose,Arzt,WORD,NA,kosen
156986,Kommode,Rustikal,WORD,Erbstück,Speermüll
218082,Sonnenschein,Brille,WORD,Sommer,VitaminD
258857,Paradies,WORD,Apfel,Wunderschön,Adam+Eva
312773,Schröder,Gerhard,WORD,Bundeskanzler,Deutschlanf
289214,Anwesenheit,Präsenz,WORD,hier,anwesed
241578,einsam,allein,WORD,bedrückt,Misverstanden
133407,Skateboard,Halfpipe,WORD,NA,tony hawk
278868,Vorsitzende,WORD,streng,Hierarchie,Chef*in
18673,USA,WORD,Mittlerer Westen,Autofahren,USAirways
16565,beschreiben,UMREISSEN,mit Worten malen,WORD,ein Bild projeziieren
26932,schaffen,erschaffen,WORD,arbeiten,schwäbisch: schaffa
316312,Besserwisser,Arschloch,WORD,NA,besserwisserisch
270352,mal,WORD,irgendwann,manchmal,malzeit
121342,produktiv,Maschine,WORD,viel,Herrstellung
307910,Falten,WORD,Alter,Stirn,Gesciht
368274,geizig,Schotte,Christian Lindner,WORD,schelchter Mensch
334853,Nirwana,WORD,Musik,Ruhe,Nirvana (Band)
128169,Klarinette,WORD,Instrument,Musik,Instri
363213,Fraktion,Teil,Parlament,WORD,Geschacher
326041,anwenden,Computerprogramm,Wellness,WORD,Matheregeln
365998,genauso,ebenso,gleich,WORD,dasgleiche
84833,Verarsche,WORD,NA,NA,Abzocke
105398,Verwandtschaft,WORD,kann man sich nicht aussuchen,Familienfeier,poplige
90896,Mineralwasser,WORD,Prickelnd,Gesund,Vöslauter
313868,keineswegs,nicht,missverstanden,WORD,desunter
308,Erinnerung,Vergangenheit,Kindheit,WORD,gedaechnis
118625,Australien,Kontinent,WORD,Outback,Kanguru
357240,Gabe,Geschenk,WORD,weihnachten,gabentisxh
266183,Führerschein,Auto,WORD,Prüfung,Fahrstuden
102176,Prinz,WORD,Kleidung,Prinzessin,von arkadien
220905,normal,WORD,Blutwertgrenzen,Blutdruck,gibt's nicht
151498,Sauerstoff,O2,frisch,WORD,suaber
105112,Vereinigte Staaten von Amerika,Washington DC,Freiheitsstatue,WORD,Stars and Stripes
289775,Vorfahren,Geschichte,WORD,Traditionen,Famile
296633,Box,Inhalt,Quadrat,WORD,geschänk
343585,ekelhaft,WORD,Viecher,Schimmel,igitt
88222,Anrichte,WORD,kochen,Möbelstück,"Küche,"
285067,Schaum,WORD,Milch,Bad,Schampoo
113896,Opportunist,negativ,WORD,Mitläufer,ja-sager
28320,Region,Bereich,WORD,Spezialitäten,baden-württemberg
308278,Kohlensäure,Sprudel,Gad,WORD,Blubbern
12029,erwähnen,erzählte,meinte,WORD,daraufweisend
114244,Spontanität,WORD,ungeplant,Spontaneität,sprunghafr
17165,Erklärung,WORD,genau,achso,häh
99312,gewaltlos,WORD,konstruktiv,sinnvoll,friedvoll
107763,Blog,bloggen,Internet,WORD,New rich
343573,igitt,WORD,eklig,schlecht,bäh
64554,Faktor,Addition,WORD,stärke,mulitplikation
174980,Ablauf,Prozess,Schritte,WORD,Planuung
105380,Artischocke,WORD,grüm,schöne Blüte,bäh
285044,geschickt,Handwerk,WORD,Skills,habdarbeit
297915,Schaum,WORD,NA,NA,fluffig
203320,speziell,Angebot,WORD,anders,besonder
270819,Maschine,Metall,indiustrie,WORD,arbeotz
64541,Anforderung,Mühe,arbeiten,WORD,Ergeiz
102027,Jackett,Stil,England,WORD,buisness
242312,Kappe,Schildkape,warm,WORD,gemutlich
161467,Gegenwehr,Selbstverteidigung,Widerstand,WORD,Kampt
46033,Gegenstand,Ding,Sache,WORD,anfassbar
276390,erschrecken,fürchterlich,Angst,WORD,davonrennen
361979,Schwarm,Verliebt,WORD,Frank Schätzings Roman,Fische/Insekten/Vögel
253792,Familienfrieden,Stille,Freude,WORD,Gesonnenheit
225211,fahren,Auto,Fahrrad,WORD,vorwärtskommen
309613,daneben,Benehmen,WORD,Verhalten,nebendran
158875,Ähnlichkeit,WORD,NA,NA,similarität
262817,unentschlossen,Unsicherheit,Entscheidung,WORD,pro cotra
357622,schicken,WORD,Brief,NA,"senden,"
402923,ätzend,unangenehm,WORD,Arschloch,"doof, blöd"
64348,Musik,Instrument,Gesang,WORD,Sinfonieorcherster
297800,Wiener,Wurst,Grelle Forelle,WORD,Yung Hurn
362906,diesmal,gutgegangen,Anlauf,WORD,bessermachen
20310,Umfeld,Milieu,WORD,Nähe,Famile
34934,Widerspruch,WORD,contra,Übereinstimmung,Gegentei
129383,Löwenzahn,Peter lustig,WORD,grün,p. Lustich
132725,Norwegen,nördlich,Schweden,WORD,fjörd
120251,Engländer,Monarchie,Insel,WORD,spezielles Engisch
67250,Software,Hardware,Programme,WORD,PC's
237329,Sitzung,WORD,reden,zuhören,konsepte
17039,Mail,Post,Email,WORD,mailen
340830,irgendwie,WORD,wird schon,Füllwort,vielleicjt
273385,Flüchtlinge,Asyl,WORD,Not,Hilfesuchend
221827,eben,WORD,gerade,genau,ebenmäßig
153717,Buchweizen,Mehl,backen,WORD,Galettes
284575,entsprechend,dementsprechend,richtig,WORD,approved
120681,Einschränkungen,Handicap,behindert,WORD,Rolstuhl
293094,Kompromiss,komprimieren,WORD,Erklärung,Einverständnius
167843,Bikini,Sommer,Baden,WORD,Ass and titties
399184,Zustand,WORD,Gesundheit,Wirtschaft,Aggregar
267160,Fußball,Ball,WORD,Feld,Tschuten
12738,falsch,WORD,richtig,besser machen,nee nich
107092,überstehen,überwinden,dvonkommen,WORD,rauskommen
99510,Iran,Persien,WORD,Schah,Mullahs
163824,Fahrstuhl,Lift,Edelstahl,WORD,"Der Fahrstuhl nach oben ist besetzt, Sie müssen warten"
190660,Tourist,WORD,NA,NA,Touri
390635,Harmonie,Liebe,WORD,Klang,Zweisamkeit
245569,Wohlstand,Geld,WORD,Shopping,L:uxus
227203,Rennen,WORD,Sport,laufen,wezte
152418,Einstieg,WORD,Anfang,Arbeit,austieg
242328,Referat,WORD,Papir,Abteilung,Presentation
28751,Wien,Prater,Bernie,WORD,Schmä
273939,Kanzler,Präsident,WORD,Bismark,Star Wars
355297,Seefahrt,Schiffsverkehr,Handel,WORD,Moby Dick
119468,neutral,Schiedsrichter,Schweiz,WORD,schampoo
44948,Thomas,WORD,Mann,Münzer,von aqien
325176,Zeug,WORD,NA,NA,Glumpert
160510,heftig,schlimm,WORD,beeindruckend,FB Seite
239155,Skifahren,Winter,WORD,Skizirkus,mühsahm
113850,Chicorée,Gemüse,bitter,WORD,bäh
35882,Antwort,Frage,WORD,dumme,falslche
389595,Glocke,WORD,NA,NA,BMV-Schule Essen
226357,Klima,Klimawandel,Klimaerwärmung,WORD,Friday for Future
367222,Neubrandenburg,WORD,Vier Tore,Tollense,MeckPomm
106482,verhältnismäßig,proportional,WORD,NA,equilibriert
390643,exakt,präzise,Mathematik,WORD,Agrumente
348098,Mannheim,Industriegegend,Ruhrgebiet,WORD,frauheim
94053,Sympathie,Mitleid,WORD,Zuneigung,Einfühlsamkeit
322246,Erdöl,WORD,Klimawandel,Erdgas,fossil fuels
84699,dement,Alzheimer,WORD,Ablagerungen,verwirrd
202770,sortieren,WORD,Akten,NA,irdnen
194446,Krimi,Buch,Theater,WORD,Bonnie und Clyde
27541,staatlich,WORD,privat,anerkannt,Fachinger
390855,Körper,WORD,gesund,knie,"Dick, gesund, Knie"
150630,kopieren,WORD,in Umlauf bringen,Information streuen,Verfielfältigen
290522,Power,Frauen,Rangers,WORD,superheld*innen
75341,Laute,Instrument,hörbare töne,WORD,carmina burana
367709,Wellness,WORD,Hygge,Entspannung,Spahotel
121385,Leerstelle,Brille,WORD,schreiben,tatatur
310865,Anzeige,WORD,Geldstrafe,Freiheitsstrafe,Gesetzverstoss
337437,loslegen,WORD,Stift zücken,Losrennen(Wettrennen),Arbeit(Schule)
111103,Enkel,Freude,Liebe,WORD,Unbedarftheit
227877,rechts,Links,WORD,Abbiegen,Rechtsextemismus
246140,scharf,Essen,WORD,Chilli,Sambal Oelek
168850,Gurke,Gemüse,WORD,grün,gintonic
223112,keine,Hilfe,Angst,WORD,Freuse
271084,Mangel,Essen,WORD,Gesundheit,Vitamim
145002,Finsternis,Dunkelheit,Nacht,WORD,Sichtbehunderung
323152,fast,beinahe,alles,WORD,englisch: fast
304609,bescheuert,dumm,WORD,doof,dämmlich
179753,meins,WORD,möve vom Film nemo,gehört mir,deins
374883,Ausrede,WORD,NA,NA,drumrum
356950,Römer,Sandalen,Rock,WORD,Töpfereien
10240,Debatte,Diskussion,Argumentationen,WORD,Rechthaben
315079,willkommen,einlandend,WORD,empfangend,gerngesehen
266295,eklig,grün,WORD,Bah,Schnoder
140934,Braue,Auge,zupfen,WORD,Cara Delevingne
31388,Großbritannien,Englisch,Queen,WORD,Fish and Chips
138179,Unterlage,WORD,Gläser,Handtuch,pc-maus
48502,wissenschaftlich,WORD,Untersuchungen,Doktor,Inetlligenz
267780,Acker,Land,Weizen,WORD,anabuen
115211,Unterrock,Faltenrock,Großmutter,WORD,Spiessigkeit
135486,aufmerksam machen,hinschauen,hinweisen,WORD,ugen öffnen
16890,Therapie,WORD,Krankheit,Unfall,Medinzin
71041,ersuchen,finden,schauen,WORD,nachgucken
109815,Schelle,Metallglöckchen,Narr,WORD,skatkarte
221805,schweigen,Stille,unangenehm,WORD,"Ruhe, Grab"
237586,ungesund,WORD,krank,Krankheit,Fast Food
226523,illegal,WORD,Gesetz,NA,gesetzeswidrig
277498,dumm,blöd,WORD,schlau,imbizil
213886,Zufall,WORD,unerhofft,unsicher,unvorsehen
293154,Gang,Männer,WORD,NA,assozial
112823,Coca-Cola,WORD,Zucker,braun,Kohlensaure
317572,schwarz-weiß,alte Filme,Film noir,WORD,Einstellung (alles nur schwarz-weiß sehen)
151487,Nationalstolz,engstirnig,verschlossen,WORD,abkappseln
125670,Partnerbörse,Dateings,WORD,Suche,eDarling
53213,Person,Mensch,Tier,WORD,Homo Sapiens
276668,Forscher,Wissenschaft,Genetik,WORD,Pychologie
117710,Ungarn,Budapest,ungern,WORD,Dobogöököö
147342,Schuhschrank,Geruch,Holz,WORD,Metallschanier
45511,bilden,bauen,WORD,Bildung,kreiieren
56933,Kultur,Verein,*elle,WORD,Perma*
17152,Hand,Fuß,Spaß,WORD,narf
240117,hervorheben,WORD,NA,NA,highlighten
134469,abhaken,WORD,erledigt,fertig,to-do-list
230183,Erdbeben,Richterskala,WORD,Tsunami,rauslaufen
405197,Christentum,WORD,Gott,beten,relegion
175692,Sachen,Stifte,WORD,Schatz,Bestitz
106152,Eckschrank,Holz,WORD,Klapptür,hellbraun
112179,Kutsche,Pferde,WORD,altes Verkehrsmittel,Stephansplatz in Wien
233288,Eigenart,Besonderheit,WORD,AUSSERGEWÖHNLICH,Eigenbrödler
211304,Berufstätigkeit,Arbeit,Mitarbeiter,WORD,Arbeitlos
396266,Sozialarbeiter,WORD,Brennpunkt,Kriminalität,sozialschwach
135617,eigenständig,selbstständig,WORD,auf eigene Faust,llein
192943,Bauch,Brauch,WORD,Nabel,gebläht
52630,folglich,Resulatat,Schluss,WORD,Ergebniss
107750,Wandschrank,immer zu klein,Kleidung,WORD,tischlet
210910,Geometrie,Mathematik,WORD,schön,symetrie
46071,schnell,langsam,WORD,eile,tgv
94272,einkaufen,Supermarkt,WORD,Einkaufswagen,Shoppingtrip
