id_r,cue,resp_1,resp_2,resp_3,incorrect
240193,Optimist,WORD,positiv,nicht aufgeben,halbvolles Glas
240197,Haushalt,WORD,Finanzverwaltung,Besitz,"alltagsbewa,lti"
240205,untereinander,WORD,gemischt,Lage,oben/unten
240320,Miete,WORD,teuer,Wohnungssuche,Vertag
240379,Selbstverwirklichung,WORD,eigenständig,zufrieden sein,"tun, was man gerne macht"
240387,Gedächtnis,WORD,Wiederholung en,sich etwas merken müssen,schleches Gedächtnis
240436,Tastatur,WORD,klebrig,Fünffingersystem,klackern
240493,Männer,WORD,halbe Menschheit,Fußball,Dominanzgehabe
240584,stilvoll,WORD,schick,nobel,niveauvoll
240648,einzigartig,WORD,selten,bedeutsam,herausragends
240650,Schwamm,WORD,Plastik,abspülen,coralreef
240660,blind,WORD,Wahrnehmung,traurig,sinnesverlust
240665,Mist,WORD,Stalleinstreu,fluchen,Tierexkremente
240724,sanft,WORD,NA,NA,Tachentücher
240739,Ernte,WORD,herbst,Früchte,dorfet
240776,lustlos,WORD,Müdigkeit,Bock,Sexleben
240810,ruhig,WORD,still,NA,calm (Englische Uebersetzung)
240939,gerecht,WORD,Fairness,passend,gesetzestreu
240965,draußen,WORD,Kālte,Welt,rausgehen
241089,merken,WORD,lernen,NA,memorisieren
241091,Adel,WORD,reich,NA,blaublütig
241099,Leinwand,WORD,NA,NA,fulm
241146,angemessen,WORD,NA,NA,aussreichend
241260,Papa,WORD,Kind,NA,Ante portam
241266,deshalb,WORD,darum,NA,weswegeb
241326,Pflanze,WORD,Nutzen,schön,Co2
241378,Rabatt,WORD,Preisnachlass,weniger,Diskount
241382,Bahnhof,WORD,Gleis,Verkehr,Zühe
241391,Geldsegen,WORD,unverhofft,Freude,Wunscherfüller
241444,Tropen,WORD,Wärme,Sonne,Luftfeutigkeit
241484,instabil,WORD,Finanzen,Leben,Mentale Gesundtheit
241585,einigermaßen,WORD,NA,NA,so lala
241632,Sitzung,WORD,NA,NA,Parlamemt
241646,freiwillig,WORD,Verein,Familienarbeit,Milizgesellschaft
241650,Eintritt,WORD,Billet,Ereignis,Zulass
241835,Werkzeug,WORD,Kaputt,Reparieren,Handwerker:in
241912,Gitter,WORD,Kaninchenstall,vergitterte Fenster,Gefängis
241928,Vorbild,WORD,Ideal,verklärt,role model
241942,selbstständig,WORD,NA,NA,hipper Typ
241973,Maske,WORD,Karneval,Corona,ffp2
241999,Narbe,WORD,rot,Verletzung,scar
242089,Maximum,WORD,Top,Total,Mimimum
242174,Medien,WORD,Computer,NA,telegon
242275,Leidenschaft,WORD,Passion,gern,Psycholog
242279,Unsinn,WORD,Gender,Dummheit,Nonsence
242282,Stempel,WORD,Land,Passport,offiziel
242312,Kappe,WORD,warm,gemutlich,Schildkape
242319,süß,WORD,lieb,frisch,süßikkeiten
242327,miteinander,WORD,gemeinsam,gleichzeitig,zussamen
242328,Referat,WORD,Papir,Abteilung,Presentation
242329,bitter,WORD,NA,NA,megenbitter
242345,Schock,WORD,Betroffenheit,Bangigkeit,Konsternation
242432,warum,WORD,Mutter,NA,Anvalt
242434,Anklage,WORD,NA,NA,Policist
242478,vertraut,WORD,Liebe,Partner,vertauen
242515,Genuss,WORD,Musik,Freude,Himbeertörtchen
242650,zocken,WORD,CS:GO,PC,gamen
242869,Leopard,WORD,Jäger,NA,Feline
242939,Urenkel,WORD,Vererbung,NA,"Generation,"
243038,ocker,WORD,hässlich,Erde,gelbbraun
243078,Frucht,WORD,gesund,bunt,fruchtig
243126,behalten,WORD,NA,NA,"erbrechen,"
243173,ausgeben,WORD,bezahlen,Runde,herschenken
243314,Gerede,WORD,Diskussion,Unterhaltung,Geschwatze
243370,Uniform,WORD,negativ,grün,Militör
243371,Wolke,WORD,weiß,Himmel,fluffig
243497,Irrtum,WORD,Fehler,Unabsichtlich,Fehlet
243506,Wörter,WORD,Reden,Sprechen,Redeb
243563,herum,WORD,NA,NA,umzu
243603,Pubertät,WORD,Hormone,widerstand,erwachsenwerden
243759,Safari,WORD,Afrika,Giraffe,Macbook
243767,tief,WORD,Meer,NA,tiefergehend
243770,Zeuge,WORD,NA,NA,Zeugen Jehovas
243777,mehr,WORD,NA,NA,gender roles
243830,prima,WORD,super,klasse,suoer
243849,Gerät,WORD,Handy,NA,"Computer, Handy, Technik"
243891,Schlag,WORD,Gesicht,Schicksal,Geschicht
243939,Demenz,WORD,vergessen,Heim,Alzhiemer
244021,und,WORD,inklusiv,Aufzählung,Konjuktion
244040,Wissenschaftler,WORD,denken,lesen,Exprte
244201,Dekoration,WORD,Deko,NA,Plimplim
244209,Tote,WORD,gestorben,begraben,"alt, gestorben, begraben, eingeäschert"
244215,zocken,WORD,Computer,Sucht,Jungendliche
244249,putzen,WORD,Staub,Lappen,saubermachen
244500,normal,WORD,NA,NA,stinknormal
244526,Schach,WORD,Turm,Pferd,Queen's Gambit
244538,Aufstand,WORD,Unruhe,Straße,Barriade
244648,cool,WORD,kalt,toll,gechillt
244687,klebrig,WORD,Süßigkeiten,Hände,pickig
244695,Gefängnis,WORD,Dieb,Mord,kriminaler
244701,Sorgen,WORD,Gesundheit,Kinder,grld
244713,human,WORD,Earth,NA,being
244725,Vorname,WORD,NA,NA,(Eigener Name)
244730,Erfinder,WORD,NA,NA,Alexander Graham Bell
244852,hungern,WORD,durstig,Rippen,ausgehungert
244875,Wettkampf,WORD,Sieger,NA,"Arena, Sieger, Fairness"
244991,orange,WORD,Farbe,Sonnenblume,Orange (Frucht)
244995,Berg,WORD,hoch,Bergsteiger,Chef (Nachname Berg)
245094,lieben,WORD,rot,vertrauen,hezr
245166,Prinzessin,WORD,auf der Erbse,Diana,Ninifee
245192,trennen,WORD,NA,NA,Kraftaufwendig
245195,braun,WORD,NA,NA,ecklig
245216,meins,WORD,Seins,"3, 2, 1, meins",deins
245313,altmodisch,WORD,NA,NA,altbackken
245325,kuschelig,WORD,Lieb,Weich,Verschmust
245336,krank,WORD,Schwach,Traurig,Malad
245352,Helfer,WORD,Samariter,Hilfe,Sanitäter*in
245393,Katastrophe,WORD,Gefahr,Unglück,Unwelt
245395,Künstler,WORD,Ausdruck,Freiheit,Kübstlerin
245413,verirren,WORD,Dunkelheit,Sackgasse,laberinth
245494,frisch,WORD,Zitrone,sauber,früchtig
245511,Wolle,WORD,stricken,Schaf,Frau holle
245570,zwecklos,WORD,NA,NA,auswegslos
245579,Entspannung,WORD,ruhe,Gesundheit,ligestuhl
245595,Mathematik,WORD,Geometrie,Geodreieck,Hofmann (Gymlehrer)
245609,alles,WORD,viel,überwältigend,nichtsa
245741,unfair,WORD,Bildungschancen,gemein,gender differences
245890,Durchschnitt,WORD,Körpergröße,Änderungsschneiderei,Zeichen (O und /)
245899,bemerken,WORD,Zettelchen,Finger,Augenbrau
246080,Papier,WORD,Ressource,A4,Ressor
246157,Rücksichtnahme,WORD,Vorsicht,Ok,Hoppala
246165,Armut,WORD,Entwicklungsland,Ghetto,Poverty
246166,liebevoll,WORD,Herz,gerne,Jaaaaa
246169,ungewiss,WORD,was,wieso,Ehhhhmmm
246211,Tropfen,WORD,Regen,Wein,hölt den Stein
246328,Sturz,WORD,Helm,Wunde,Velo / Fahrrad
246346,Gewerkschaft,WORD,verräterisch,Streik,reformistisch
246374,Wurm,WORD,unbedeutend,Computervirus,Bodenlockerer
246385,Karton,WORD,grau,geschmacklos,StBilität
246423,erschaffen,WORD,formen,bauen,kreiieren
246448,abgesichert,WORD,Sicht,NA,keine sorgw
246451,exakt,WORD,genau,Schweiz,richitg
246453,Kant,WORD,alter Mann,WEISSE Haare,philosophe
246501,Muskel,WORD,Knochen,Bizeps,relaxieren
246614,Zuhause,WORD,warm,Bett,Stuh
246888,aufgeregt,WORD,überdreht,nervös,hibbelig
246991,Hochzeit,WORD,liebe,Menschen,glücl
247022,Seife,WORD,Badezimmer,sauber,Händeschwaschen
247029,Schwimmbad,WORD,Wasserrutsche,Sauna,schwimmeb
247087,einhalten,WORD,NA,NA,umsperrung
247098,Tonne,WORD,Müllcontainer,Elefant,Gewichtangabe
247102,bedienen,WORD,Kunde,Nachfrage,Kellner*in
247173,Beziehungen,WORD,liebe,Geschäft,freunschaft
247177,türkis,WORD,Santorin,Edelstein,ägais
247197,Ausblick,WORD,Ferne,NA,Weitsicht
247213,überzeugen,WORD,anstrengend,Argumente,diskutierenb
247252,Magnet,WORD,souvinier,Geschenk,kühlschank
247261,Kreuz,WORD,Hilfe,Not,roterkreuz
247265,Klassik,WORD,Musik,Beatles,Weimeier
247319,Kosmetik,WORD,Gesicht,Haut,Make up
247325,Reiz,WORD,unangnehm,Anziehungskraft,Stimulierung
247526,scheitern,WORD,Erfolg,schaffen,negatif
247590,Grundstück,WORD,Baum,Wiese,Freihet
247758,schweigen,WORD,Stille,reden,stillsein
247816,plus,WORD,Zusatz,gut,minue
247845,Lust,WORD,Spaß,Sex,Snacks
247891,Lebensunterhalt,WORD,Kapitalismus,Tod,sklaventum
247906,überflüssig,WORD,vorhanden,unnötig,unrelevant
248076,egal,WORD,Ok,NA,wurscht
248102,Wäsche,WORD,NA,NA,Waschmaschiene
248119,Ohrfeige,WORD,einfangen,Demut,Mitbewohnering
248148,Abbild,WORD,NA,NA,dorian gray
248151,gründen,WORD,jung,Firma,Start up
248203,Bakterien,WORD,Virus,NA,Hypochondire
248220,Verrat,WORD,negativ,Hinterhalt,Bucg
248222,bemerken,WORD,wahrnehmen,sehen,checken
248382,weggehen,WORD,nach hause gehen,weg,verschwieden
248476,Ohnmacht,WORD,umfallen,schwindlig,bewusstein
248487,Manege,WORD,Clown,Trapez,Zirlus
248560,bedeuten,WORD,meinen,Erklärung,bedeutungsschwanger
248562,Traktor,WORD,Landwirtschaft,Heu,Fortbewegungsmittel
248721,Geschwindigkeit,WORD,Km/h,Autobahn,Schnellheit
248740,meins,WORD,EBAY,Besitz,deins
248779,stechen,WORD,Holz,Messer,pieksen
248866,Rettung,WORD,112,Rettungswagen,Rettungsdienst/ Sanitäter
248909,Vielfalt,WORD,Kreativität,Auswahl,Versuon
248914,Zitrone,WORD,Gelb,sauer,Mediteran
248972,Kamera,WORD,Fotografie,Obscura,Uberwachung
248974,Hausarbeit,WORD,Hausaufgabenheft,lernen,strebsam
249022,Email,WORD,WEISS,Keramik,Lavabeau
249096,Profil,WORD,Skills,Job,umfragw
249144,neugierig,WORD,Maus,Kind,wunderfitzig
249206,lustlos,WORD,Frust,Langeweile,bäh
249327,Schriftsteller,WORD,schreiben,Buch,Author
249362,Tugend,WORD,Bescheindenheit,Edelmut,Sojrates
249800,sofort,WORD,unverzüglich,ohne Zögern,Stante pede
249805,Pleite,WORD,Bankrott,NA,Faillissement
249810,verirren,WORD,falsch,Hänsel,vrrlaufen
249867,Wochenende,WORD,Freizeit,Ausflug,Samstag/Sonntag
250098,reparieren,WORD,instand setzen,wiederherstellen,in Ornung bringen
250105,Schriftsteller,WORD,Verfasser,Schreiberling,Author
250124,beenden,WORD,Ende,danach,finish
250147,bewahren,WORD,aufheben,pflegen,aufhebeb
250189,ziellos,WORD,frei,leicht,umherirren
250220,Herausforderung,WORD,wachsen,annehmen,anspron
250240,Segen,WORD,Kirche,heil,religiion
250270,gemütlich,WORD,Heimatgefühl,warm,kuschelig
250433,Spiele,WORD,Wizard,gewinnen,Fangeb
250434,Zauberer,WORD,Lügen,Blau,Stardew Valley
250442,Armee,WORD,Panzer,Stiefel,Camoflage
250522,soviel,WORD,NA,NA,zuviel
250564,Barriere,WORD,Schranke,kompliktion,hinderniss
250575,Trachten,WORD,Tradition,Gebrauch,traditionsgewand
250606,Zahn,WORD,Putzen,Karies,Zahnärzt*innen
250680,Menschlichkeit,WORD,Empathie,NA,Warmherzigkeit
250745,gruselig,WORD,Spuk,Geist,grusig
250793,manchmal,WORD,hin und wieder,NA,selte
250807,geheim,WORD,NA,NA,Top secret
250833,dünn,WORD,Modell,Magersucht,"dick, schlank, modelliert, modell, laufsteg, faden,"
250843,Nazi,WORD,Genetische Auswahl,widerlich,Strammstehen
250908,Merkel,WORD,DDR,Politik,Kanlerin
250927,Pilot,WORD,Film,Studie,Flugzwug
250953,Verkehr,WORD,zwischenmenschlicher Austausch,Dynamik,Bewegung von Personen (und Fahrzeugen)
250964,beseitigen,WORD,Muttermal,Probleme,"Fleck,"
251068,kreativ,WORD,NA,NA,fantasiebegabt
251125,weiterhin,WORD,andauernd,durchgehend,immernoch
251135,Pflaster,WORD,Stein,Wundverband,strasenbelag
251174,Unwetter,WORD,Gefahr,Meteo,Klimakatsstrophe
251194,stimmt,WORD,korrekt,gut,richtug
251203,Milieu,WORD,NA,NA,niveu
251205,Termin,WORD,Deutschland,Vereinbarung,pünkltiuch
251254,Lunge,WORD,Rauchen,einatmen,Lunkenkrebs
251331,Enttäuschung,WORD,NA,NA,Ent-täuschung
251393,Helm,WORD,Fahrrad,Motorrad,Rittwr
251473,Riese,WORD,+Märchen,männlich,rieseig
251477,Grenzen,WORD,übertreten,Linie,…setzen
251495,Depression,WORD,gelähmt fühlen,Psychosomatik,Teaurigkeit
251529,Ungeduld,WORD,drängend,vorschnell,hibbelig
251658,Klischee,WORD,Abbild,Vorbild,Abzugbild
251675,Autorität,WORD,Vorgesetzte,Diktatur,Respektsperson
251676,Enkelin,WORD,Nachfahrin,Großeltern,Ahnin
251677,weich,WORD,Wolle,hart,kuschelig
251748,Idiot,WORD,ärgern,dumm,diof
251805,ungesund,WORD,gefährlich,lästig,"krank, gefährlich, lästig"
251829,Würfel,WORD,spielen,Die Würfel sind gefallen,Yatzhee
251836,Falle,WORD,hineinfallen,Maus,Bibel (wegen Sprichwort)
251894,meins,WORD,Besitz,NA,deins
251915,Dokument,WORD,offiziel,Beamte,transfert
251922,Besuch,WORD,Risiko,Familie,raumen
251929,Zigarre,WORD,Krebs,Cuba,tabbak
251930,erweitern,WORD,Horizont,NA,verbrossen
251996,Diener,WORD,Sklave,Diva,König / Königin
252062,neun,WORD,Pippi Langstrumpf,Zahl,3x3
252127,Villa,WORD,Reichtum,Haus,Kunterbund
252139,Akten,WORD,Mappe,wichtig,Interlagen
252140,einigermaßen,WORD,fast,befriedigent,sosolala
252181,Fotos,WORD,Bild,Beweis,Errinerung
252195,Manager,WORD,Führungskraft,NA,Profitgeier
252234,tot,WORD,Grab,NA,lebensig
252385,Lehrling,WORD,Zukunft,Probleme,ohh jeee
252435,angehören,WORD,Gemeinschaft,NA,dabeisein
252562,Erfinder,WORD,Tesla,NA,Leonardo da Vinci
252564,prima,WORD,Vera,NA,prima victoria(song)
252638,Grube,WORD,Unglück,Kohle,Häschen
252687,Rasse,WORD,Pferd,NA,hunh
252702,Klugheit,WORD,NA,NA,Überlegtheit
252758,Lotto,WORD,NA,NA,Abzocke
252779,intim,WORD,Liebe,Menschen,Zweisamkeit
252858,Verhütung,WORD,NA,NA,Anti-baby-Pille
252878,aufrichtig,WORD,mutig,offen,ehrlicj
252909,Medikamente,WORD,Cortison,Inu,Bitamine
252912,Informationen,WORD,Gabor Steingard,NTV,Fale News
253001,herum,WORD,hinter,gewunden,Hinderniss
253053,Laster,WORD,LKW,Fehler,sclechte Eigenschaft
253085,ablehnen,WORD,dagegen sein,nicht zustimmen,neglecten
253091,normal,WORD,bekannt,gewohnt,alltägöich
253222,ätzend,WORD,NA,NA,störrend
253315,breit,WORD,schultrig,NA,bekifft
253361,gerne,WORD,arbeiten,schlafen,ungerne
253433,Sekte,WORD,Religion,Psychoterror,Schwurbler
253442,wünschen,WORD,NA,NA,"Ja, aber auch tun"
253522,ängstlich,WORD,zittern,scheu,Häschen
253635,Wäsche,WORD,Mühe,Sauberkeit,SSchutz
253751,Fantasie,WORD,Träume,Magie,Kreativitätät
253768,Frisur,WORD,Haarschnitt,Fön,"Locken, Haarschnitt, Fön, Waschen"
253806,umarmen,WORD,in die Arme schließen,liebhaben,kosen
253865,Studenten,WORD,Party,Klausuren,Unversität
253911,Enkelin,WORD,NA,NA,Tochter der Großmutter/ des Großvaters
253912,Vorfreude,WORD,NA,NA,Juhuu
253915,Bart,WORD,NA,NA,pieksig
253988,springen,WORD,hoch,Sport,Seilchen
254091,Resultat,WORD,Universität,Krankheit,"Test, Universitaet, Krankheit"
254168,Anwalt,WORD,Recht,traditionell,Rechtstreit
254245,Tagung,WORD,Gedankenaustausch,Wissensvermittlung,xpertenrunde
254283,Friedhof,WORD,Grab,Urne,Cimiterio
254315,Feind,WORD,Freund,Nemesis,ennemy
254366,Toilette,WORD,Pipi,NA,Kacki
254378,Architektur,WORD,NA,NA,Geböude
254569,Futter,WORD,Schweine,Stall,Meerschweichen
254637,Urenkel,WORD,NA,NA,Urgoßmutter
254696,Tiefe,WORD,Höhe,Meer,Tiefgründigkeit
254721,Sachen,WORD,persönliche Gegenstände,Schmuck,"Gewand, Möbel,"
254823,neugierig,WORD,NA,NA,wissensbegierig
254868,Organ,WORD,Verwaltung,NA,"Leber, Niere, ..."
254880,Maske,WORD,"Theater, Film",Schutz,Make up
254887,eins,WORD,drei,zahl,zwie
254962,eklig,WORD,gruselig,stinkig,igitt
254971,unbequem,WORD,hart,Boden,bewuem
255002,Sichtweise,WORD,Meinung,NA,Individuel
255014,meins,WORD,Kuscheltier,NA,deins
255160,Flug,WORD,Ferien,Entspannung,Co2
255195,Jungfrau,WORD,Venus,Sex,Sternzichen
255359,Brücke,WORD,Dreirosenbrücke,Joggen,MIttlerebrücke
255389,sexy,WORD,cool,Frauen,gutaussehend
255505,ungesund,WORD,Anstrengung,zwingen,Fast food
255515,Nase,WORD,Piercing,GROSS,Geischt
255591,Irrtum,WORD,Missverständniss,Kommunikation,Ausversehen
255594,lecker,WORD,Essen,Geruch,Parfume
255629,Grammatik,WORD,Schule,deutsch,Nerfig
255646,Schock,WORD,Spannung,gefährlich,Elktroschock
255755,Kugel,WORD,NA,NA,runf
255763,Facebook,WORD,NA,NA,Komunikation
255797,Karl,WORD,NA,NA,carl rogger
255977,bestellen,WORD,online,Paket,Restaurang
256015,Niederlage,WORD,NA,NA,Entäuschung
256045,geordnet,WORD,Bücher,Aufbewahrungsbox,Stiffte
256245,behalten,WORD,Wert,erinnern,wichitg
256246,Zahn,WORD,Zahnspange,putzen,Zahnartz
256296,deshalb,WORD,Passiert es,gehe ich,Wesshalb
256297,Handy,WORD,Wichtig,Immer dabei,Ipohone
256308,Absender,WORD,Nachricht,NA,Emall
256355,schick,WORD,Abendkleid,Kompliment,elegand
256460,meins,WORD,unseres,ich,deins
256465,Flug,WORD,Zug,Flughafen,Sustainable aviation fuel
256476,Führerschein,WORD,Auto,MFK,Prüdung
256523,Gegner,WORD,Kmapf,Überleben,Fusssball
256549,Entscheidungen,WORD,NA,NA,Psycholgoie
256602,Optimist,WORD,das Gute,NA,Positivität
256753,Verlässlichkeit,WORD,NA,NA,Vertauen
256809,Museum,WORD,Bildung,Kenntnis,Stapherhaus
256820,human,WORD,nackte Tiere,Kommunikation,Homo Sapiens
256823,warum,WORD,weshalb,wofür,wieo
256831,Strafe,WORD,Gefängnis,Zivilverfahren,Geldbuse
256845,steif,WORD,Körper,NA,Errektion
256877,illegal,WORD,NA,NA,straftätig
256894,materiell,WORD,unpersönlich,Gegenstand,objektbezogen
256947,Motiv,WORD,Krimi,Kamera,Mord(-Motiv)
256977,Achtsamkeit,WORD,Gefühle,Außenwelt,Mindful
257002,streng,WORD,Eltern,Erziehung,strammgezogen
257028,Großeltern,WORD,Opa,NA,Grosmutter
257043,Feind,WORD,Krieg,NA,Gegenr
257083,Zuverlässigkeit,WORD,Bewerbung,NA,possitive Eigenschaft
257084,berühmt,WORD,Sänger,reich,Schauspieler/innen
257092,Verurteilung,WORD,Stereotypen,NA,Gerricht
257134,Pirat,WORD,Augenklappe,Schiff,Ahoji
257142,Tempo,WORD,Auto,Blitzer,gescheindigkeit
257154,Komfort,WORD,bequem,gut,comfort Zone
257158,Unkraut,WORD,Gras,nicht,Gründ
257162,insgesamt,WORD,gesamt,bezahlen,zusaamen
257168,Zigarette,WORD,schädlich,teuer,Vapes
257222,Dominanz,WORD,NA,NA,Herausstechend
257232,Leinwand,WORD,Kino,WEISS,Fim
257310,Erlaubnis,WORD,NA,NA,Rausgehen
257334,Los,WORD,Loslegen,Handeln,Strarten
257373,Wissenschaftler,WORD,Reagenzglas,Natur,Expolosion
257384,Fußball,WORD,Weltmeisterschaft,Wettkampf,Turneir
257533,Übel,WORD,NA,NA,Poblem
257567,Horror,WORD,Angst,Blut,Filmr
257574,zwischenmenschlich,WORD,Hormone,Beziehung,Kommuniktaion
257603,eklig,WORD,Dreck,NA,Spinen
257609,Versicherung,WORD,kompliziert,NA,Versicherungswächsel
257612,instabil,WORD,NA,NA,Psychisch Sörung
257656,Korb,WORD,Stroh,NA,pflechten
257764,Weiterentwicklung,WORD,stagnierend,Treppe,development
257838,überall,WORD,alles,irgentwo,nirgentwo
257887,Sex,WORD,Intimität,Consent,Clarting
257988,Schwimmbad,WORD,nass,schwimmen,Schwimmbaduhr
257999,Wochenende,WORD,Samstag,Sonntag,Ausruhenä
258011,Märchen,WORD,Brüder Grimm,Froschkönig,Dornrösschen
258017,ermitteln,WORD,Fall,Lupe,Dedektiv
258149,Asien,WORD,BTS,Kimchi,K-POP
258197,Schublade,WORD,Küche,Tishc,Bestäck
258232,nackt,WORD,Kleider,kalt,entblöst
258238,Freizeitgestaltung,WORD,Unternehmungen,Wanderung,Hobbies
258310,Loyalität,WORD,Familie,NA,freund:innen
258349,Emotion,WORD,traurig,angst,Glücklichf
258355,vielleicht,WORD,bisschen,manchmal,eveunteull
258380,Menschen,WORD,NA,NA,individuu
258521,Figur,WORD,Holzfigur,zeichnen,figur-grund
258596,Länder,WORD,Nationalität,ups das oben war ein Schreibfehler,aprachen
258613,bedienen,WORD,Butler,NA,Acts of Service
258684,Straftat,WORD,Gericht,Raub,Gefängniss
258857,Paradies,WORD,Apfel,Wunderschön,Adam+Eva
258916,Lied,WORD,Musik,NA,singeb
258990,arg,WORD,ex freund,missbrauch,argjend
258992,Last,WORD,Hilflosigkeit,aussichtlos,argjend
259067,Milieu,WORD,NA,NA,Prostuierte
259083,Traum,WORD,Bett,Traumfänger,Schalfen
259094,Anruf,WORD,reden,wichtig,telfon
259127,Zeuge,WORD,Delikt,NA,Zeugen jehovas jehovas
259176,gemütlich,WORD,entspannt,gediegen,Djungelbuch
259178,klären,WORD,Diskussion,Mediation,beprechen
259179,altmodisch,WORD,anachronistisch,Out,albacken
259194,illegal,WORD,Drogen,Verbrechen,Gesetzverstoss
259207,Reparatur,WORD,Werkstatt,Mann,Wekrzeug
259217,schauen,WORD,erkennen,NA,Fernsehn
259255,Dieb,WORD,NA,NA,Diebsgesindel
259316,gemein,WORD,fies,Mobbing,blse
259321,Botschaft,WORD,Telegramm,Brief,Nachticht
259401,unklar,WORD,klar,Schule,unverständich
259416,Nachteile,WORD,Entscheidung,NA,Vorteine
259421,Waffen,WORD,Krieg,Militär,Ak47
259444,Tempo,WORD,Verkehrstafel,Limite,Schneke
259532,überzeugen,WORD,nachvollziehen,beibringen,inforamtion
259549,zocken,WORD,spielen,PS,gamen
259564,erlernen,WORD,Schule,Gedächtnis,Bildund
259622,Vorfall,WORD,Event,negativ,Ereigniss
259638,Genauigkeit,WORD,Spitzfindig,Verantwortung,Päzision
259660,Foto,WORD,Kamera,Huawei,Instagramm
259737,gewiss,WORD,NA,NA,Bissemn
259779,meins,WORD,Besitz,mir,deins
259813,Dichter,WORD,Wörter,Buch,nutzloss
259829,Brezel,WORD,auftackeln,hübsch,aufbrezeln
259841,scheu,WORD,ruhig,schüchtern,timid
259846,Schuhe,WORD,Lackiert,Flach,Bruan
259927,oft,WORD,viel,sehr,häufit
259968,Fortschritt,WORD,Technologie,Wissenschaft,Artificial Intelligence
260011,Schokolade,WORD,Schweiz,Schoko-Drink,Schoggi
260025,Erlebnis,WORD,Lustig,erzählen,Abenteur
260197,Effekt,WORD,Wunder,NA,effect
260209,einigermaßen,WORD,NA,NA,so lala
260313,Helm,WORD,Bauarbeiter,Sicherheit,Motottad
260365,höflich,WORD,zuvorkommend,angenehm,antsändig
260388,Waage,WORD,Seiten,Gleichgewicht,Balanz
260415,Krebs,WORD,Tod,Chemotherapie,Krankenheit
260466,Vorfall,WORD,Suizid,Ereignis,suizig
260533,faul,WORD,NA,NA,stinking
260538,glücklich,WORD,Party,Freunde,drausen
260545,kaputt,WORD,wegwerfen,Verlust,repariren
260574,ankommen,WORD,Termin,schule,püntlich
260585,orange,WORD,Obst,Herbst,is the New black
260594,Rätsel,WORD,Nachdenken,Spaß,Rätselheft
260626,Käfer,WORD,NA,NA,krabeln
260631,Lüge,WORD,NA,NA,whitelie
260653,Fahrt,WORD,Bahn,Zug,Kutschenfahrt
260687,Flüchtlinge,WORD,Naher Osten,Politik,Migrante
260771,Adel,WORD,König,eitel,blaublütig
260871,Ungewissheit,WORD,angst,NA,Gedanken karusell
260908,Nachbarschaft,WORD,Brot,aushelfen,Feunde
260929,Gerede,WORD,Nähkistchen,Tratsch,Geschwatz
260940,zocken,WORD,spielen,Fantasie,gamen
260977,Chef,WORD,Vorgesetzter,Arbeitsverhältnis,Arbeitsgeber
260982,Gleichberechtigung,WORD,Unterschiede,aktuell,Geschlechtsequalität
261045,perfekt,WORD,Note,Arbeit,markellos
261082,süß,WORD,sauer,Süßigkeiten,suer
261124,lustig,WORD,Humor,verbinden,Stand up
261153,Armee,WORD,Durchdiener,Gewehre,milität
261169,Promille,WORD,NA,NA,Alkohl
261179,Diktatur,WORD,NA,NA,Regim
261194,sorgenfrei,WORD,ruig,okay,sorgloss
261198,Warnung,WORD,kosten,laufen,motorad
261219,Coronavirus,WORD,Krankheit,Impfung,Misinformation
261269,schön,WORD,NA,NA,àsthetik
261285,Stempel,WORD,holz,indentifizieren,indentifikation
261298,schauen,WORD,NA,NA,seheb
261315,belegen,WORD,Belegfrist,Studium,Ausserfakultäres
261319,Leiche,WORD,Totschlag,Alterstod,Verwesungsprozess
261417,Hektik,WORD,Chaos,Stress,schnelll
261438,Aufstand,WORD,Flaggen,Geschrei,Demonstartion
261475,Vulkan,WORD,Wunderschön,Geologie,Gerfährlich
261486,peinlich,WORD,Parties,Leute,Small Talk
261517,Künstler,WORD,Schauspieler/-in,Maler/-in,Sänger/-in
261549,weiterhin,WORD,nicht aufgeben,durchhalten,dranbleiben
261559,Verkauf,WORD,schwierig,zermürbend,an den Mann/Frau bringen
261576,liberal,WORD,freiheitlich,Wahlen,Selbstverantowrtung
261599,Ungeduld,WORD,Zeitmangel,unhöflich,dränglen
261639,Geschmack,WORD,Schockolade,Zitrone,geschamckslos
261644,Silber,WORD,Hass,Narzisst,Argjend
261649,vorbei,WORD,aus,fertig,Game over
261679,Ausgeglichenheit,WORD,gleich,NA,Balanz
261693,arbeitslos,WORD,schlimm,Stress,chomage
261698,Anruf,WORD,Gespräch,reden,Telefin
261706,Wolken,WORD,Wetter,Natur,fluffig
261753,anders,WORD,verschieden,unterschiedlich,unnormal
261782,Frucht,WORD,Nektarine,NA,pfirsisch
261931,Armut,WORD,Schmerz,Wut,Ungerechtikeit
261961,starr,WORD,unbiegsam,Leder,sturr
262009,Gauner,WORD,Betrug,Spielen,Betruger
262079,backen,WORD,Ofen,NA,Kuchrn
262131,Geschwindigkeit,WORD,Auto,Flugzeug,km/ h
262224,wohlfühlen,WORD,bequem,fürsorglich,stressfrei
262242,Flut,WORD,Noah,Meer,Sinflut
262311,Jugendliche,WORD,gewagt,naiv,Unvernüftig
262316,Hobbys,WORD,Natur,sein,schnüflen
262431,Ampel,WORD,weiterfahren,Signal,Anahlten
262477,ziellos,WORD,planlos,NA,umherirren
262501,mutig,WORD,tapfer,NA,muthaft
